Date,Open,High,Low,Close,Adj Close,Volume
2011-10-28,75.000000,75.160004,74.900002,75.089996,75.089996,0
2011-10-30,null,null,null,null,null,null
2011-10-31,75.089996,76.570000,74.980003,76.169998,76.169998,0
2011-11-01,76.550003,77.669998,74.980003,77.260002,77.260002,0
2011-11-02,77.540001,77.669998,76.449997,77.010002,77.010002,0
2011-11-03,77.230003,77.500000,76.570000,76.669998,76.669998,0
2011-11-04,76.709999,77.300003,76.620003,76.910004,76.910004,0
2011-11-06,null,null,null,null,null,null
2011-11-07,76.919998,77.379997,76.730003,76.959999,76.959999,0
2011-11-08,77.010002,77.180000,76.559998,76.669998,76.669998,0
2011-11-09,76.669998,78.000000,76.510002,77.930000,77.930000,0
2011-11-10,77.970001,78.169998,77.400002,77.639999,77.639999,0
2011-11-11,77.660004,78.160004,76.720001,76.940002,76.940002,0
2011-11-13,null,null,null,null,null,null
2011-11-14,76.760002,77.650002,76.639999,77.559998,77.559998,0
2011-11-15,77.480003,78.089996,77.430000,77.879997,77.879997,0
2011-11-16,78.059998,78.389999,77.830002,78.160004,78.160004,0
2011-11-17,78.360001,78.470001,77.930000,78.290001,78.290001,0
2011-11-18,78.309998,78.360001,77.540001,78.019997,78.019997,0
2011-11-20,null,null,null,null,null,null
2011-11-21,77.980003,78.510002,77.970001,78.300003,78.300003,0
2011-11-22,78.320000,78.440002,77.980003,78.230003,78.230003,0
2011-11-23,78.230003,79.180000,78.169998,79.000000,79.000000,0
2011-11-25,null,null,null,null,null,null
2011-11-27,null,null,null,null,null,null
2011-11-28,79.239998,79.400002,78.760002,79.290001,79.290001,0
2011-11-29,79.339996,79.400002,78.519997,79.000000,79.000000,0
2011-11-30,79.050003,79.379997,77.919998,78.389999,78.389999,0
2011-12-01,78.370003,79.370003,77.919998,78.320000,78.320000,0
2011-12-02,78.309998,78.769997,77.970001,78.629997,78.629997,0
2011-12-04,null,null,null,null,null,null
2011-12-05,78.570000,78.680000,78.190002,78.610001,78.610001,0
2011-12-06,78.589996,78.879997,78.449997,78.510002,78.510002,0
2011-12-07,78.519997,78.870003,78.279999,78.480003,78.480003,0
2011-12-08,78.459999,79.010002,78.099998,78.809998,78.809998,0
2011-12-09,78.790001,79.099998,78.099998,78.629997,78.629997,0
2011-12-11,null,null,null,null,null,null
2011-12-12,78.720001,79.639999,78.629997,79.570000,79.570000,0
2011-12-13,79.559998,80.389999,79.290001,80.250000,80.250000,0
2011-12-14,80.250000,80.730003,80.120003,80.529999,80.529999,0
2011-12-15,80.510002,80.620003,80.110001,80.239998,80.239998,0
2011-12-16,80.209999,80.610001,79.930000,80.250000,80.250000,0
2011-12-18,null,null,null,null,null,null
2011-12-19,80.190002,80.489998,80.110001,80.250000,80.250000,0
2011-12-20,80.309998,80.489998,79.589996,79.879997,79.879997,0
2011-12-21,79.669998,80.099998,79.239998,80.019997,80.019997,0
2011-12-22,80.029999,80.129997,79.639999,79.919998,79.919998,0
2011-12-23,79.900002,80.059998,79.720001,80.010002,80.010002,0
2011-12-25,null,null,null,null,null,null
2011-12-27,79.930000,80.050003,79.769997,79.790001,79.790001,0
2011-12-28,79.809998,80.599998,79.699997,80.489998,80.489998,0
2011-12-29,80.650002,80.849998,79.699997,80.480003,80.480003,0
2011-12-30,80.400002,80.849998,79.980003,80.169998,80.169998,0
2012-01-01,null,null,null,null,null,null
2012-01-03,80.230003,80.389999,79.510002,79.610001,79.610001,0
2012-01-04,79.650002,80.320000,79.550003,80.089996,80.089996,0
2012-01-05,80.150002,81.010002,80.089996,80.940002,80.940002,0
2012-01-06,80.900002,81.370003,80.779999,81.239998,81.239998,0
2012-01-08,null,null,null,null,null,null
2012-01-09,81.430000,81.500000,80.919998,81.050003,81.050003,0
2012-01-10,80.919998,81.470001,80.709999,80.800003,80.800003,0
2012-01-11,80.989998,81.489998,80.709999,81.349998,81.349998,0
2012-01-12,81.250000,81.489998,80.690002,80.769997,80.769997,0
2012-01-13,80.820000,81.779999,80.529999,81.430000,81.430000,0
2012-01-15,null,null,null,null,null,null
2012-01-17,81.419998,81.699997,80.769997,81.180000,81.180000,0
2012-01-18,81.080002,81.449997,80.470001,80.599998,80.599998,0
2012-01-19,80.480003,81.120003,80.040001,80.209999,80.209999,0
2012-01-20,80.089996,80.580002,79.989998,80.220001,80.220001,0
2012-01-22,null,null,null,null,null,null
2012-01-23,80.370003,80.389999,79.599998,79.690002,79.690002,0
2012-01-24,79.750000,80.389999,79.599998,79.860001,79.860001,0
2012-01-25,79.800003,80.349998,79.379997,79.570000,79.570000,0
2012-01-26,79.489998,79.540001,79.059998,79.410004,79.410004,0
2012-01-27,79.449997,79.540001,78.769997,78.900002,78.900002,0
2012-01-29,null,null,null,null,null,null
2012-01-30,78.900002,79.449997,78.769997,79.160004,79.160004,0
2012-01-31,79.099998,79.480003,78.739998,79.279999,79.279999,0
2012-02-01,79.309998,79.570000,78.620003,78.919998,78.919998,0
2012-02-02,78.839996,79.199997,78.709999,78.970001,78.970001,0
2012-02-03,79.010002,79.360001,78.750000,78.940002,78.940002,0
2012-02-05,null,null,null,null,null,null
2012-02-06,79.070000,79.519997,78.980003,79.089996,79.089996,0
2012-02-07,79.059998,79.510002,78.480003,78.570000,78.570000,0
2012-02-08,78.580002,79.260002,78.430000,78.639999,78.639999,0
2012-02-09,78.709999,78.800003,78.360001,78.559998,78.559998,0
2012-02-10,78.639999,79.190002,78.360001,79.110001,79.110001,0
2012-02-12,null,null,null,null,null,null
2012-02-13,78.830002,79.110001,78.599998,78.940002,78.940002,0
2012-02-14,79.120003,79.629997,78.599998,79.580002,79.580002,0
2012-02-15,78.940002,79.730003,78.940002,79.669998,79.669998,0
2012-02-16,79.739998,80.110001,79.089996,79.339996,79.339996,0
2012-02-17,79.400002,80.110001,79.150002,79.330002,79.330002,0
2012-02-19,null,null,null,null,null,null
2012-02-21,79.120003,79.260002,78.790001,79.040001,79.040001,0
2012-02-22,79.110001,79.379997,78.790001,79.209999,79.209999,0
2012-02-23,79.199997,79.379997,78.599998,78.809998,78.809998,0
2012-02-24,78.629997,79.279999,78.220001,78.349998,78.349998,0
2012-02-26,null,null,null,null,null,null
2012-02-27,78.389999,78.769997,78.220001,78.559998,78.559998,0
2012-02-28,78.470001,78.669998,78.180000,78.269997,78.269997,0
2012-02-29,78.180000,78.870003,78.089996,78.730003,78.730003,0
2012-03-01,78.769997,78.930000,78.089996,78.779999,78.779999,0
2012-03-02,78.730003,79.449997,78.629997,79.400002,79.400002,0
2012-03-04,null,null,null,null,null,null
2012-03-05,79.459999,79.570000,79.230003,79.320000,79.320000,0
2012-03-06,79.339996,79.860001,79.230003,79.860001,79.860001,0
2012-03-07,79.779999,79.919998,79.290001,79.709999,79.709999,0
2012-03-08,79.750000,79.779999,79.070000,79.160004,79.160004,0
2012-03-09,79.169998,80.059998,79.070000,80.040001,80.040001,0
2012-03-11,null,null,null,null,null,null
2012-03-12,79.980003,80.129997,79.849998,79.870003,79.870003,0
2012-03-13,79.839996,80.320000,79.669998,80.190002,80.190002,0
2012-03-14,80.120003,80.620003,79.669998,80.559998,80.559998,0
2012-03-15,80.550003,80.730003,80.029999,80.150002,80.150002,0
2012-03-16,80.250000,80.730003,79.680000,79.779999,79.779999,0
2012-03-18,null,null,null,null,null,null
2012-03-19,79.760002,79.879997,79.349998,79.449997,79.449997,0
2012-03-20,79.480003,79.879997,79.349998,79.589996,79.589996,0
2012-03-21,79.559998,79.830002,79.309998,79.629997,79.629997,0
2012-03-22,79.739998,79.739998,79.739998,79.739998,79.739998,0
2012-03-23,79.889999,79.940002,79.209999,79.339996,79.339996,0
2012-03-25,null,null,null,null,null,null
2012-03-26,79.320000,79.720001,78.870003,78.930000,78.930000,0
2012-03-27,78.930000,79.720001,78.769997,79.040001,79.040001,0
2012-03-28,79.120003,79.339996,78.879997,79.160004,79.160004,0
2012-03-29,79.150002,79.339996,78.870003,79.180000,79.180000,0
2012-03-30,79.070000,79.080002,78.720001,78.930000,78.930000,0
2012-04-01,null,null,null,null,null,null
2012-04-02,78.809998,79.129997,78.779999,78.820000,78.820000,0
2012-04-03,78.860001,79.489998,78.660004,79.480003,79.480003,0
2012-04-04,79.410004,79.919998,79.370003,79.760002,79.760002,0
2012-04-05,79.730003,80.169998,79.379997,80.070000,80.070000,0
2012-04-08,null,null,null,null,null,null
2012-04-09,79.900002,80.089996,79.650002,79.730003,79.730003,0
2012-04-10,79.730003,80.089996,79.599998,79.889999,79.889999,0
2012-04-11,79.879997,79.940002,79.500000,79.779999,79.779999,0
2012-04-12,79.699997,79.940002,79.199997,79.279999,79.279999,0
2012-04-13,79.349998,79.910004,79.199997,79.879997,79.879997,0
2012-04-15,null,null,null,null,null,null
2012-04-16,79.900002,80.169998,79.489998,79.550003,79.550003,0
2012-04-17,79.559998,80.169998,79.389999,79.470001,79.470001,0
2012-04-18,79.559998,79.860001,79.389999,79.529999,79.529999,0
2012-04-19,79.580002,79.860001,79.389999,79.559998,79.559998,0
2012-04-20,79.529999,79.610001,79.120003,79.180000,79.180000,0
2012-04-22,null,null,null,null,null,null
2012-04-23,79.239998,79.639999,79.139999,79.419998,79.419998,0
2012-04-24,79.360001,79.639999,79.089996,79.220001,79.220001,0
2012-04-25,79.190002,79.430000,78.989998,79.010002,79.010002,0
2012-04-26,78.820000,79.309998,78.820000,78.910004,78.910004,0
2012-04-27,79.160004,79.250000,78.669998,78.699997,78.699997,0
2012-04-29,null,null,null,null,null,null
2012-04-30,78.769997,78.910004,78.629997,78.790001,78.790001,0
2012-05-01,78.779999,78.970001,78.599998,78.860001,78.860001,0
2012-05-02,78.830002,79.309998,78.599998,79.129997,79.129997,0
2012-05-03,79.169998,79.419998,78.809998,79.220001,79.220001,0
2012-05-04,79.199997,79.519997,79.080002,79.470001,79.470001,0
2012-05-06,null,null,null,null,null,null
2012-05-07,79.910004,80.029999,79.500000,79.599998,79.599998,0
2012-05-08,79.580002,80.029999,79.529999,79.730003,79.730003,0
2012-05-09,79.900002,80.269997,79.559998,80.080002,80.080002,0
2012-05-10,80.110001,80.269997,79.860001,80.110001,80.110001,0
2012-05-11,80.199997,80.330002,80.070000,80.279999,80.279999,0
2012-05-13,null,null,null,null,null,null
2012-05-14,80.410004,80.720001,80.220001,80.599998,80.599998,0
2012-05-15,80.660004,81.290001,80.349998,81.220001,81.220001,0
2012-05-16,81.230003,81.570000,80.480003,81.370003,81.370003,0
2012-05-17,81.389999,81.680000,81.169998,81.379997,81.379997,0
2012-05-18,81.500000,81.750000,81.010002,81.290001,81.290001,0
2012-05-20,null,null,null,null,null,null
2012-05-21,81.220001,81.930000,80.889999,81.080002,81.080002,0
2012-05-22,80.959999,81.760002,80.949997,81.669998,81.669998,0
2012-05-23,81.720001,82.220001,80.949997,82.089996,82.089996,0
2012-05-24,81.989998,82.370003,81.839996,82.290001,82.290001,0
2012-05-25,82.290001,82.459999,81.839996,82.400002,82.400002,0
2012-05-27,null,null,null,null,null,null
2012-05-29,82.239998,82.610001,82.029999,82.440002,82.440002,0
2012-05-30,82.500000,83.099998,82.029999,83.010002,83.010002,0
2012-05-31,83.099998,83.209999,82.470001,83.040001,83.040001,0
2012-06-01,83.070000,83.540001,82.650002,82.889999,82.889999,0
2012-06-03,null,null,null,null,null,null
2012-06-04,82.470001,83.070000,82.470001,82.550003,82.550003,0
2012-06-05,82.500000,82.940002,82.300003,82.800003,82.800003,0
2012-06-06,82.820000,82.940002,82.120003,82.320000,82.320000,0
2012-06-07,82.230003,82.809998,81.910004,82.050003,82.050003,0
2012-06-08,82.220001,82.889999,81.910004,82.510002,82.510002,0
2012-06-10,null,null,null,null,null,null
2012-06-11,81.849998,82.680000,81.720001,82.510002,82.510002,0
2012-06-12,82.599998,82.720001,82.320000,82.410004,82.410004,0
2012-06-13,82.400002,82.720001,81.910004,82.050003,82.050003,0
2012-06-14,82.139999,82.290001,81.809998,81.900002,81.900002,0
2012-06-15,81.860001,81.940002,81.480003,81.589996,81.589996,0
2012-06-17,null,null,null,null,null,null
2012-06-18,81.309998,82.059998,81.160004,81.940002,81.940002,0
2012-06-19,81.879997,82.059998,81.180000,81.370003,81.370003,0
2012-06-20,81.430000,81.739998,81.220001,81.489998,81.489998,0
2012-06-21,81.480003,82.389999,81.440002,82.320000,82.320000,0
2012-06-22,82.290001,82.459999,82.150002,82.220001,82.220001,0
2012-06-24,null,null,null,null,null,null
2012-06-25,82.339996,82.629997,82.320000,82.459999,82.459999,0
2012-06-26,82.430000,82.680000,82.239998,82.370003,82.370003,0
2012-06-27,82.419998,82.690002,82.300003,82.559998,82.559998,0
2012-06-28,82.529999,82.870003,82.230003,82.669998,82.669998,0
2012-06-29,82.739998,82.739998,81.430000,81.650002,81.650002,0
2012-07-01,null,null,null,null,null,null
2012-07-02,81.639999,81.959999,81.510002,81.870003,81.870003,0
2012-07-03,null,null,null,null,null,null
2012-07-05,82.190002,82.949997,82.080002,82.809998,82.809998,0
2012-07-06,82.830002,83.430000,82.750000,83.290001,83.290001,0
2012-07-08,null,null,null,null,null,null
2012-07-09,83.330002,83.500000,83.089996,83.160004,83.160004,0
2012-07-10,83.089996,83.480003,82.970001,83.360001,83.360001,0
2012-07-11,83.570000,83.570000,83.570000,83.570000,83.570000,0
2012-07-12,83.449997,83.820000,83.099998,83.650002,83.650002,0
2012-07-13,83.610001,83.779999,83.260002,83.300003,83.300003,0
2012-07-15,null,null,null,null,null,null
2012-07-16,83.250000,83.639999,83.019997,83.089996,83.089996,0
2012-07-17,83.139999,83.639999,82.910004,83.029999,83.029999,0
2012-07-18,83.029999,83.339996,82.919998,82.949997,82.949997,0
2012-07-19,83.000000,83.150002,82.730003,82.900002,82.900002,0
2012-07-20,82.930000,83.550003,82.730003,83.470001,83.470001,0
2012-07-22,null,null,null,null,null,null
2012-07-23,83.660004,84.000000,82.870003,83.709999,83.709999,0
2012-07-24,83.750000,84.099998,83.610001,84.010002,84.010002,0
2012-07-25,83.980003,84.099998,83.500000,83.519997,83.519997,0
2012-07-26,82.809998,82.809998,82.809998,82.809998,82.809998,0
2012-07-27,82.849998,83.730003,82.339996,82.709999,82.709999,0
2012-07-29,null,null,null,null,null,null
2012-07-30,82.690002,82.989998,82.529999,82.790001,82.790001,0
2012-07-31,82.809998,82.989998,82.510002,82.639999,82.639999,0
2012-08-01,82.709999,83.160004,82.480003,83.059998,83.059998,0
2012-08-02,83.050003,83.510002,82.199997,83.330002,83.330002,0
2012-08-03,83.330002,83.510002,82.199997,82.379997,82.379997,0
2012-08-05,null,null,null,null,null,null
2012-08-06,82.330002,82.570000,82.080002,82.269997,82.269997,0
2012-08-07,82.320000,82.570000,82.040001,82.209999,82.209999,0
2012-08-08,82.309998,82.529999,82.040001,82.389999,82.389999,0
2012-08-09,82.320000,82.790001,82.230003,82.639999,82.639999,0
2012-08-10,82.620003,82.870003,82.230003,82.550003,82.550003,0
2012-08-12,null,null,null,null,null,null
2012-08-13,82.580002,82.870003,82.220001,82.440002,82.440002,0
2012-08-14,82.430000,82.709999,82.199997,82.480003,82.480003,0
2012-08-15,82.529999,82.779999,82.199997,82.650002,82.650002,0
2012-08-16,82.680000,82.879997,82.320000,82.360001,82.360001,0
2012-08-17,82.379997,82.879997,82.320000,82.599998,82.599998,0
2012-08-19,null,null,null,null,null,null
2012-08-20,82.589996,82.720001,82.379997,82.459999,82.459999,0
2012-08-21,82.430000,82.720001,81.790001,81.910004,81.910004,0
2012-08-22,81.919998,82.470001,81.449997,81.489998,81.489998,0
2012-08-23,81.459999,82.120003,81.220001,81.360001,81.360001,0
2012-08-24,81.410004,81.720001,81.220001,81.589996,81.589996,0
2012-08-26,null,null,null,null,null,null
2012-08-27,81.570000,81.720001,81.489998,81.660004,81.660004,0
2012-08-28,81.660004,81.820000,81.260002,81.370003,81.370003,0
2012-08-29,81.360001,81.820000,81.260002,81.550003,81.550003,0
2012-08-30,81.559998,81.750000,81.400002,81.680000,81.680000,0
2012-08-31,81.680000,81.720001,80.959999,81.250000,81.250000,0
2012-09-02,null,null,null,null,null,null
2012-09-04,81.239998,81.379997,81.050003,81.320000,81.320000,0
2012-09-05,81.389999,81.669998,81.050003,81.239998,81.239998,0
2012-09-06,81.250000,81.449997,81.019997,81.080002,81.080002,0
2012-09-07,81.139999,81.449997,80.150002,80.250000,80.250000,0
2012-09-09,null,null,null,null,null,null
2012-09-10,80.169998,80.430000,80.169998,80.360001,80.360001,0
2012-09-11,80.379997,80.430000,79.790001,79.860001,79.860001,0
2012-09-12,79.879997,80.389999,79.519997,79.739998,79.739998,0
2012-09-13,79.709999,80.019997,79.180000,79.260002,79.260002,0
2012-09-14,79.239998,79.830002,78.599998,78.849998,78.849998,0
2012-09-16,null,null,null,null,null,null
2012-09-17,78.870003,79.059998,78.720001,79.010002,79.010002,0
2012-09-18,78.970001,79.279999,78.720001,79.250000,79.250000,0
2012-09-19,79.190002,79.400002,78.919998,79.059998,79.059998,0
2012-09-20,79.099998,79.660004,79.000000,79.410004,79.410004,0
2012-09-21,79.389999,79.660004,79.050003,79.330002,79.330002,0
2012-09-23,null,null,null,null,null,null
2012-09-24,79.400002,79.769997,79.050003,79.519997,79.519997,0
2012-09-25,79.529999,79.769997,79.330002,79.550003,79.550003,0
2012-09-26,79.690002,80.010002,79.330002,79.889999,79.889999,0
2012-09-27,79.820000,80.010002,79.489998,79.550003,79.550003,0
2012-09-28,79.559998,80.000000,79.360001,79.940002,79.940002,0
2012-09-30,null,null,null,null,null,null
2012-10-01,80.000000,80.150002,79.360001,79.820000,79.820000,0
2012-10-02,79.809998,80.150002,79.480003,79.739998,79.739998,0
2012-10-03,79.800003,80.000000,79.480003,79.970001,79.970001,0
2012-10-04,79.860001,80.000000,79.269997,79.349998,79.349998,0
2012-10-05,79.379997,79.910004,79.099998,79.339996,79.339996,0
2012-10-07,null,null,null,null,null,null
2012-10-08,79.389999,79.709999,79.320000,79.540001,79.540001,0
2012-10-09,79.599998,80.070000,79.400002,79.949997,79.949997,0
2012-10-10,80.050003,80.190002,79.500000,79.919998,79.919998,0
2012-10-11,80.059998,80.209999,79.699997,79.779999,79.779999,0
2012-10-12,79.800003,79.830002,79.510002,79.690002,79.690002,0
2012-10-14,null,null,null,null,null,null
2012-10-15,79.709999,79.970001,79.510002,79.739998,79.739998,0
2012-10-16,79.720001,79.760002,79.309998,79.370003,79.370003,0
2012-10-17,79.169998,79.760002,78.940002,79.019997,79.019997,0
2012-10-18,79.099998,79.410004,78.940002,79.370003,79.370003,0
2012-10-19,79.330002,79.660004,79.320000,79.639999,79.639999,0
2012-10-21,null,null,null,null,null,null
2012-10-22,79.620003,79.680000,79.470001,79.650002,79.650002,0
2012-10-23,79.540001,80.059998,79.470001,79.980003,79.980003,0
2012-10-24,79.940002,80.150002,79.820000,79.970001,79.970001,0
2012-10-25,79.959999,80.150002,79.699997,80.040001,80.040001,0
2012-10-26,80.110001,80.269997,79.699997,80.070000,80.070000,0
2012-10-28,null,null,null,null,null,null
2012-10-31,79.919998,80.279999,79.669998,79.919998,79.919998,0
2012-11-01,79.940002,80.110001,79.669998,80.050003,80.050003,0
2012-11-02,80.019997,80.610001,79.860001,80.589996,80.589996,0
2012-11-04,null,null,null,null,null,null
2012-11-05,80.629997,80.839996,80.500000,80.750000,80.750000,0
2012-11-06,80.709999,80.839996,80.500000,80.610001,80.610001,0
2012-11-07,80.639999,80.919998,80.279999,80.760002,80.760002,0
2012-11-08,80.860001,81.000000,80.279999,80.790001,80.790001,0
2012-11-09,80.849998,81.089996,80.610001,81.029999,81.029999,0
2012-11-11,null,null,null,null,null,null
2012-11-12,81.000000,81.099998,80.910004,81.040001,81.040001,0
2012-11-13,81.110001,81.239998,80.910004,81.080002,81.080002,0
2012-11-14,81.050003,81.239998,80.900002,81.059998,81.059998,0
2012-11-15,81.150002,81.209999,80.900002,81.080002,81.080002,0
2012-11-16,81.029999,81.459999,80.930000,81.260002,81.260002,0
2012-11-18,null,null,null,null,null,null
2012-11-19,81.160004,81.199997,80.790001,80.870003,80.870003,0
2012-11-20,81.000000,81.199997,80.790001,80.959999,80.959999,0
2012-11-21,80.910004,81.269997,80.790001,80.930000,80.930000,0
2012-11-23,null,null,null,null,null,null
2012-11-25,null,null,null,null,null,null
2012-11-26,80.260002,80.309998,80.029999,80.250000,80.250000,0
2012-11-27,80.099998,80.470001,80.019997,80.400002,80.400002,0
2012-11-28,80.379997,80.589996,80.019997,80.339996,80.339996,0
2012-11-29,80.320000,80.589996,80.019997,80.199997,80.199997,0
2012-11-30,80.209999,80.349998,80.019997,80.150002,80.150002,0
2012-12-02,null,null,null,null,null,null
2012-12-03,80.180000,80.269997,79.800003,79.879997,79.879997,0
2012-12-04,79.889999,80.190002,79.610001,79.639999,79.639999,0
2012-12-05,79.589996,79.919998,79.570000,79.769997,79.769997,0
2012-12-06,79.800003,80.320000,79.570000,80.260002,80.260002,0
2012-12-07,80.269997,80.660004,79.730003,80.419998,80.419998,0
2012-12-09,null,null,null,null,null,null
2012-12-10,80.489998,80.660004,80.230003,80.330002,80.330002,0
2012-12-11,80.300003,80.570000,80.000000,80.059998,80.059998,0
2012-12-12,80.050003,80.129997,79.709999,79.889999,79.889999,0
2012-12-13,79.870003,80.129997,79.709999,79.930000,79.930000,0
2012-12-14,79.949997,79.980003,79.500000,79.599998,79.599998,0
2012-12-16,null,null,null,null,null,null
2012-12-17,79.629997,79.699997,79.470001,79.570000,79.570000,0
2012-12-18,79.570000,79.699997,79.260002,79.360001,79.360001,0
2012-12-19,79.349998,79.379997,79.010002,79.250000,79.250000,0
2012-12-20,79.360001,79.459999,79.010002,79.260002,79.260002,0
2012-12-21,79.330002,79.650002,79.300003,79.620003,79.620003,0
2012-12-23,null,null,null,null,null,null
2012-12-24,null,null,null,null,null,null
2012-12-26,79.680000,79.779999,79.370003,79.620003,79.620003,0
2012-12-27,79.559998,79.790001,79.360001,79.620003,79.620003,0
2012-12-28,79.660004,79.930000,79.589996,79.680000,79.680000,0
2012-12-30,null,null,null,null,null,null
2012-12-31,79.620003,79.930000,79.580002,79.769997,79.769997,0
2013-01-02,79.750000,79.930000,79.279999,79.849998,79.849998,0
2013-01-03,79.809998,80.459999,79.800003,80.430000,80.430000,0
2013-01-04,80.550003,80.870003,79.800003,80.500000,80.500000,0
2013-01-06,null,null,null,null,null,null
2013-01-07,80.510002,80.870003,80.120003,80.260002,80.260002,0
2013-01-08,80.150002,80.680000,80.110001,80.349998,80.349998,0
2013-01-09,80.300003,80.639999,80.110001,80.559998,80.559998,0
2013-01-10,80.589996,80.669998,79.669998,79.739998,79.739998,0
2013-01-11,79.790001,80.669998,79.440002,79.559998,79.559998,0
2013-01-13,null,null,null,null,null,null
2013-01-14,79.529999,79.650002,79.349998,79.489998,79.489998,0
2013-01-15,79.500000,79.870003,79.349998,79.779999,79.779999,0
2013-01-16,79.690002,79.900002,79.389999,79.800003,79.800003,0
2013-01-17,79.830002,79.900002,79.570000,79.650002,79.650002,0
2013-01-18,79.680000,80.190002,79.650002,80.050003,80.050003,0
2013-01-20,null,null,null,null,null,null
2013-01-22,80.059998,80.089996,79.690002,79.870003,79.870003,0
2013-01-23,79.879997,80.129997,79.690002,79.919998,79.919998,0
2013-01-24,79.980003,80.150002,79.699997,79.949997,79.949997,0
2013-01-25,80.010002,80.150002,79.680000,79.750000,79.750000,0
2013-01-27,null,null,null,null,null,null
2013-01-28,79.790001,79.930000,79.720001,79.779999,79.779999,0
2013-01-29,79.779999,79.930000,79.519997,79.559998,79.559998,0
2013-01-30,79.580002,79.860001,79.180000,79.279999,79.279999,0
